date,close,neg,neu,pos,compound
2021-03-26,618.710022,0.353,0.522,0.125,-0.8979
2021-03-26,618.710022,0.085,0.826,0.088,0.0258
2021-03-29,611.289978,0.167,0.833,0.0,-0.6124
2021-03-29,611.289978,0.065,0.774,0.161,0.4588
2021-03-30,635.619995,0.0,0.824,0.176,0.8176
2021-03-31,667.929993,0.126,0.51,0.364,0.8633
2021-03-31,667.929993,0.065,0.935,0.0,-0.1531
2021-03-31,667.929993,0.303,0.697,0.0,-0.9042
2021-03-31,667.929993,0.532,0.468,0.0,-0.9801
2021-03-31,667.929993,0.0,0.887,0.113,0.3182
2021-03-31,667.929993,0.385,0.463,0.151,-0.8625
2021-03-31,667.929993,0.087,0.621,0.292,0.8225
2021-03-31,667.929993,0.364,0.636,0.0,-0.9531
2021-03-31,667.929993,0.193,0.807,0.0,-0.7351
2021-03-31,667.929993,0.0,0.903,0.097,0.4404
2021-03-31,667.929993,0.039,0.894,0.067,0.25
2021-03-31,667.929993,0.0,0.781,0.219,0.8271
2021-03-31,667.929993,0.11,0.89,0.0,-0.5574
2021-03-31,667.929993,0.109,0.686,0.206,0.4767
2021-03-31,667.929993,0.0,0.94,0.06,0.2263
2021-03-31,667.929993,0.089,0.696,0.214,0.6705
2021-03-31,667.929993,0.257,0.649,0.094,-0.6705
2021-03-31,667.929993,0.106,0.727,0.167,0.4588
2021-03-31,667.929993,0.353,0.522,0.125,-0.8979
2021-03-31,667.929993,0.085,0.826,0.088,0.0258
2021-04-01,661.75,0.126,0.51,0.364,0.8633
2021-04-01,661.75,0.065,0.935,0.0,-0.1531
2021-04-01,661.75,0.303,0.697,0.0,-0.9042
2021-04-01,661.75,0.532,0.468,0.0,-0.9801
2021-04-01,661.75,0.0,0.887,0.113,0.3182
2021-04-01,661.75,0.385,0.463,0.151,-0.8625
2021-04-01,661.75,0.087,0.621,0.292,0.8225
2021-04-01,661.75,0.364,0.636,0.0,-0.9531
2021-04-01,661.75,0.193,0.807,0.0,-0.7351
2021-04-01,661.75,0.0,0.903,0.097,0.4404
2021-04-01,661.75,0.039,0.894,0.067,0.25
2021-04-01,661.75,0.0,0.781,0.219,0.8271
2021-04-01,661.75,0.11,0.89,0.0,-0.5574
2021-04-01,661.75,0.109,0.686,0.206,0.4767
2021-04-01,661.75,0.0,0.94,0.06,0.2263
2021-04-01,661.75,0.089,0.696,0.214,0.6705
2021-04-01,661.75,0.257,0.649,0.094,-0.6705
2021-04-01,661.75,0.106,0.727,0.167,0.4588
2021-04-01,661.75,0.353,0.522,0.125,-0.8979
2021-04-01,661.75,0.085,0.826,0.088,0.0258
2021-04-05,691.049988,0.126,0.51,0.364,0.8633
2021-04-05,691.049988,0.065,0.935,0.0,-0.1531
2021-04-05,691.049988,0.303,0.697,0.0,-0.9042
2021-04-05,691.049988,0.532,0.468,0.0,-0.9801
2021-04-05,691.049988,0.0,0.887,0.113,0.3182
2021-04-05,691.049988,0.385,0.463,0.151,-0.8625
2021-04-05,691.049988,0.087,0.621,0.292,0.8225
2021-04-05,691.049988,0.364,0.636,0.0,-0.9531
2021-04-05,691.049988,0.193,0.807,0.0,-0.7351
2021-04-05,691.049988,0.0,0.903,0.097,0.4404
2021-04-05,691.049988,0.039,0.894,0.067,0.25
2021-04-05,691.049988,0.0,0.781,0.219,0.8271
2021-04-05,691.049988,0.11,0.89,0.0,-0.5574
2021-04-05,691.049988,0.109,0.686,0.206,0.4767
2021-04-05,691.049988,0.0,0.94,0.06,0.2263
2021-04-05,691.049988,0.089,0.696,0.214,0.6705
2021-04-05,691.049988,0.257,0.649,0.094,-0.6705
2021-04-05,691.049988,0.106,0.727,0.167,0.4588
2021-04-05,691.049988,0.353,0.522,0.125,-0.8979
2021-04-05,691.049988,0.085,0.826,0.088,0.0258
2021-04-06,691.619995,0.126,0.51,0.364,0.8633
2021-04-06,691.619995,0.065,0.935,0.0,-0.1531
2021-04-06,691.619995,0.303,0.697,0.0,-0.9042
2021-04-06,691.619995,0.532,0.468,0.0,-0.9801
2021-04-06,691.619995,0.0,0.887,0.113,0.3182
2021-04-06,691.619995,0.385,0.463,0.151,-0.8625
2021-04-06,691.619995,0.087,0.621,0.292,0.8225
2021-04-06,691.619995,0.364,0.636,0.0,-0.9531
2021-04-06,691.619995,0.193,0.807,0.0,-0.7351
2021-04-06,691.619995,0.0,0.903,0.097,0.4404
2021-04-06,691.619995,0.039,0.894,0.067,0.25
2021-04-06,691.619995,0.0,0.781,0.219,0.8271
2021-04-06,691.619995,0.11,0.89,0.0,-0.5574
2021-04-06,691.619995,0.109,0.686,0.206,0.4767
2021-04-06,691.619995,0.0,0.94,0.06,0.2263
2021-04-06,691.619995,0.089,0.696,0.214,0.6705
2021-04-06,691.619995,0.257,0.649,0.094,-0.6705
2021-04-06,691.619995,0.106,0.727,0.167,0.4588
2021-04-06,691.619995,0.353,0.522,0.125,-0.8979
2021-04-06,691.619995,0.085,0.826,0.088,0.0258
2021-04-07,670.969971,0.126,0.51,0.364,0.8633
2021-04-07,670.969971,0.065,0.935,0.0,-0.1531
2021-04-07,670.969971,0.303,0.697,0.0,-0.9042
2021-04-07,670.969971,0.532,0.468,0.0,-0.9801
2021-04-07,670.969971,0.0,0.887,0.113,0.3182
2021-04-07,670.969971,0.385,0.463,0.151,-0.8625
2021-04-07,670.969971,0.087,0.621,0.292,0.8225
2021-04-07,670.969971,0.364,0.636,0.0,-0.9531
2021-04-07,670.969971,0.193,0.807,0.0,-0.7351
2021-04-07,670.969971,0.0,0.903,0.097,0.4404
2021-04-07,670.969971,0.039,0.894,0.067,0.25
2021-04-07,670.969971,0.0,0.781,0.219,0.8271
2021-04-07,670.969971,0.11,0.89,0.0,-0.5574
2021-04-07,670.969971,0.109,0.686,0.206,0.4767
2021-04-07,670.969971,0.0,0.94,0.06,0.2263
2021-04-07,670.969971,0.089,0.696,0.214,0.6705
2021-04-07,670.969971,0.257,0.649,0.094,-0.6705
2021-04-07,670.969971,0.106,0.727,0.167,0.4588
2021-04-07,670.969971,0.353,0.522,0.125,-0.8979
2021-04-07,670.969971,0.085,0.826,0.088,0.0258
2021-04-08,683.799988,0.126,0.51,0.364,0.8633
2021-04-08,683.799988,0.065,0.935,0.0,-0.1531
2021-04-08,683.799988,0.303,0.697,0.0,-0.9042
2021-04-08,683.799988,0.532,0.468,0.0,-0.9801
2021-04-08,683.799988,0.0,0.887,0.113,0.3182
2021-04-08,683.799988,0.385,0.463,0.151,-0.8625
2021-04-08,683.799988,0.087,0.621,0.292,0.8225
2021-04-08,683.799988,0.364,0.636,0.0,-0.9531
2021-04-08,683.799988,0.193,0.807,0.0,-0.7351
2021-04-08,683.799988,0.0,0.903,0.097,0.4404
2021-04-08,683.799988,0.039,0.894,0.067,0.25
2021-04-08,683.799988,0.0,0.781,0.219,0.8271
2021-04-08,683.799988,0.11,0.89,0.0,-0.5574
2021-04-08,683.799988,0.109,0.686,0.206,0.4767
2021-04-08,683.799988,0.0,0.94,0.06,0.2263
2021-04-08,683.799988,0.089,0.696,0.214,0.6705
2021-04-08,683.799988,0.257,0.649,0.094,-0.6705
2021-04-08,683.799988,0.106,0.727,0.167,0.4588
2021-04-08,683.799988,0.353,0.522,0.125,-0.8979
2021-04-08,683.799988,0.085,0.826,0.088,0.0258
2021-04-09,677.02002,0.126,0.51,0.364,0.8633
2021-04-09,677.02002,0.065,0.935,0.0,-0.1531
2021-04-09,677.02002,0.303,0.697,0.0,-0.9042
2021-04-09,677.02002,0.532,0.468,0.0,-0.9801
2021-04-09,677.02002,0.0,0.887,0.113,0.3182
2021-04-09,677.02002,0.385,0.463,0.151,-0.8625
2021-04-09,677.02002,0.087,0.621,0.292,0.8225
2021-04-09,677.02002,0.364,0.636,0.0,-0.9531
2021-04-09,677.02002,0.193,0.807,0.0,-0.7351
2021-04-09,677.02002,0.0,0.903,0.097,0.4404
2021-04-09,677.02002,0.039,0.894,0.067,0.25
2021-04-09,677.02002,0.0,0.781,0.219,0.8271
2021-04-09,677.02002,0.11,0.89,0.0,-0.5574
2021-04-09,677.02002,0.109,0.686,0.206,0.4767
2021-04-09,677.02002,0.0,0.94,0.06,0.2263
2021-04-09,677.02002,0.089,0.696,0.214,0.6705
2021-04-09,677.02002,0.257,0.649,0.094,-0.6705
2021-04-09,677.02002,0.106,0.727,0.167,0.4588
2021-04-09,677.02002,0.353,0.522,0.125,-0.8979
2021-04-09,677.02002,0.085,0.826,0.088,0.0258
